objectid,mode,lineabbr,month_,year_,servicetype,avgboardings,city,county
2986,Fixed Route Bus - Regular,54,September,2021,SAT,406.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2987,Fixed Route Bus - Regular,54,January,2021,WKD,549.408084000000031,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2988,Fixed Route Bus - Regular,54,April,2021,WKD,591.656198000000018,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2989,Fixed Route Bus - Regular,54,October,2021,SUN,204.650000000000006,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2990,Fixed Route Bus - Regular,54,December,2021,SUN,159.428571000000005,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2991,Fixed Route Bus - Regular,54,October,2020,SUN,165.416666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2992,Fixed Route Bus - Regular,54,September,2020,SAT,381.350000000000023,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2993,Fixed Route Bus - Regular,54,March,2020,WKD,994.122362999999950,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2994,Fixed Route Bus - Regular,54,June,2020,WKD,632.545173000000091,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2995,Fixed Route Bus - Regular,54,September,2020,SUN,197.833333000000010,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2996,Fixed Route Bus - Regular,54,January,2020,SAT,562.333333000000039,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2997,Fixed Route Bus - Regular,54,June,2020,SUN,175.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2998,Fixed Route Bus - Regular,54,December,2020,SUN,176.250000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
2999,Fixed Route Bus - Regular,54,April,2020,WKD,515.827392000000032,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3000,Fixed Route Bus - Regular,54,November,2020,SUN,179.400000000000006,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3001,Fixed Route Bus - Regular,54,August,2020,SAT,435.439999999999998,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3002,Fixed Route Bus - Regular,54,October,2020,WKD,659.181817999999907,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3003,Fixed Route Bus - Regular,54,November,2020,WKD,600.070279000000028,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3004,Fixed Route Bus - Regular,54,October,2020,SAT,423.899999999999977,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3005,Fixed Route Bus - Regular,54,November,2020,SAT,367.199999999999989,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3006,Fixed Route Bus - Regular,54,December,2020,WKD,541.939827000000037,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3007,Fixed Route Bus - Regular,54,May,2020,SAT,399.199999999999989,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3008,Fixed Route Bus - Regular,54,February,2020,WKD,1293.671139000000039,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3009,Fixed Route Bus - Regular,54,December,2020,SAT,352.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3010,Fixed Route Bus - Regular,54,August,2020,WKD,694.438776000000075,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3011,Fixed Route Bus - Regular,54,July,2020,SAT,472.166667000000018,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3012,Fixed Route Bus - Regular,54,July,2020,SUN,212.366667000000007,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3013,Fixed Route Bus - Regular,54,January,2020,SUN,228.250000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3014,Fixed Route Bus - Regular,54,January,2020,WKD,1229.303030000000035,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3015,Fixed Route Bus - Regular,54,April,2020,SUN,143.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3016,Fixed Route Bus - Regular,54,May,2020,SUN,174.833333000000010,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3017,Fixed Route Bus - Regular,54,March,2020,SUN,206.800000000000011,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3018,Fixed Route Bus - Regular,54,February,2020,SUN,217.250000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3019,Fixed Route Bus - Regular,54,July,2020,WKD,644.754570000000058,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3020,Fixed Route Bus - Regular,54,April,2020,SAT,330.644999999999982,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3021,Fixed Route Bus - Regular,54,September,2020,WKD,706.321053000000006,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3022,Fixed Route Bus - Regular,54,August,2020,SUN,198.300000000000011,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3023,Fixed Route Bus - Regular,54,June,2020,SAT,395.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3024,Fixed Route Bus - Regular,54,February,2020,SAT,612.333333000000039,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3025,Fixed Route Bus - Regular,54,May,2020,WKD,572.978445999999963,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3026,Fixed Route Bus - Regular,54,March,2020,SAT,501.666667000000018,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3027,Fixed Route Bus - Regular,54,December,2019,WKD,1179.756266000000096,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3028,Fixed Route Bus - Regular,54,June,2019,SAT,651.799999999999955,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3029,Fixed Route Bus - Regular,54,September,2019,SUN,311.733332999999959,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3030,Fixed Route Bus - Regular,54,September,2019,SAT,682.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3031,Fixed Route Bus - Regular,54,May,2019,WKD,1332.809260999999879,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3032,Fixed Route Bus - Regular,54,September,2019,WKD,1443.859022999999979,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3033,Fixed Route Bus - Regular,54,January,2019,WKD,1259.385564000000159,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3034,Fixed Route Bus - Regular,54,March,2019,SUN,231.599999999999994,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3035,Fixed Route Bus - Regular,54,March,2019,SAT,564.950000000000045,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3036,Fixed Route Bus - Regular,54,July,2019,SAT,579.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3037,Fixed Route Bus - Regular,54,March,2019,WKD,1336.661072999999988,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3038,Fixed Route Bus - Regular,54,August,2019,WKD,1337.481405999999879,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3039,Fixed Route Bus - Regular,54,January,2019,SUN,212.083333000000010,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3040,Fixed Route Bus - Regular,54,November,2019,SUN,266.583332999999982,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3041,Fixed Route Bus - Regular,54,February,2019,SUN,221.633332999999993,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3042,Fixed Route Bus - Regular,54,April,2019,SUN,237.166666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3043,Fixed Route Bus - Regular,54,November,2019,WKD,1312.177480999999943,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3044,Fixed Route Bus - Regular,54,December,2019,SUN,206.400000000000006,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3045,Fixed Route Bus - Regular,54,June,2019,SUN,243.666666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3046,Fixed Route Bus - Regular,54,July,2019,SUN,273.649999999999977,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3047,Fixed Route Bus - Regular,54,October,2019,SAT,677.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3048,Fixed Route Bus - Regular,54,April,2019,SAT,665.062500000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3049,Fixed Route Bus - Regular,54,November,2019,SAT,631.033333000000084,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3050,Fixed Route Bus - Regular,54,February,2019,SAT,537.283333000000084,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3051,Fixed Route Bus - Regular,54,June,2019,WKD,1332.852167000000009,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3052,Fixed Route Bus - Regular,54,April,2019,WKD,1365.896518000000015,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3053,Fixed Route Bus - Regular,54,May,2019,SUN,262.583332999999982,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3054,Fixed Route Bus - Regular,54,August,2019,SUN,288.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3055,Fixed Route Bus - Regular,54,August,2019,SAT,659.899999999999977,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3056,Fixed Route Bus - Regular,54,May,2019,SAT,613.200000000000045,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3057,Fixed Route Bus - Regular,54,July,2019,WKD,1290.111562999999933,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3058,Fixed Route Bus - Regular,54,October,2019,WKD,1384.664195999999947,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3059,Fixed Route Bus - Regular,54,February,2019,WKD,1288.648087999999916,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3060,Fixed Route Bus - Regular,54,October,2019,SUN,229.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3061,Fixed Route Bus - Regular,54,December,2019,SAT,558.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3062,Fixed Route Bus - Regular,54,January,2019,SAT,561.933333000000061,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3063,Fixed Route Bus - Regular,54,February,2018,WKD,1279.358619000000090,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3064,Fixed Route Bus - Regular,54,March,2018,SUN,199.083333000000010,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3065,Fixed Route Bus - Regular,54,April,2018,SAT,647.229166999999961,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3066,Fixed Route Bus - Regular,54,June,2018,SUN,280.916667000000018,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3067,Fixed Route Bus - Regular,54,August,2018,SUN,281.333332999999982,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3068,Fixed Route Bus - Regular,54,May,2018,WKD,1416.982227999999850,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3069,Fixed Route Bus - Regular,54,August,2018,SAT,631.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3070,Fixed Route Bus - Regular,54,June,2018,WKD,1376.778362999999899,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3071,Fixed Route Bus - Regular,54,July,2018,WKD,1312.640768999999864,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3072,Fixed Route Bus - Regular,54,January,2018,SAT,499.833332999999982,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3073,Fixed Route Bus - Regular,54,March,2018,SAT,566.816666999999939,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3074,Fixed Route Bus - Regular,54,January,2018,SUN,217.666666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3075,Fixed Route Bus - Regular,54,February,2018,SAT,501.533332999999971,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3076,Fixed Route Bus - Regular,54,October,2018,WKD,1403.318680999999970,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3077,Fixed Route Bus - Regular,54,December,2018,SAT,566.097221999999988,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3078,Fixed Route Bus - Regular,54,March,2018,WKD,1303.080862999999908,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3079,Fixed Route Bus - Regular,54,December,2018,WKD,1185.712280999999848,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3080,Fixed Route Bus - Regular,54,July,2018,SAT,595.899999999999977,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3081,Fixed Route Bus - Regular,54,September,2018,SAT,588.516666999999984,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3082,Fixed Route Bus - Regular,54,January,2018,WKD,1297.878472999999985,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3083,Fixed Route Bus - Regular,54,November,2018,WKD,1370.644823000000088,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3084,Fixed Route Bus - Regular,54,September,2018,WKD,1503.923203000000058,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3085,Fixed Route Bus - Regular,54,February,2018,SUN,198.916666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3086,Fixed Route Bus - Regular,54,August,2018,WKD,1412.189176000000089,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3087,Fixed Route Bus - Regular,54,December,2018,SUN,206.699999999999989,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3088,Fixed Route Bus - Regular,54,July,2018,SUN,259.766666999999984,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3089,Fixed Route Bus - Regular,54,April,2018,SUN,228.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3090,Fixed Route Bus - Regular,54,May,2018,SAT,610.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3091,Fixed Route Bus - Regular,54,June,2018,SAT,649.466666999999916,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3092,Fixed Route Bus - Regular,54,April,2018,WKD,1378.363832000000002,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3093,Fixed Route Bus - Regular,54,November,2018,SAT,558.583333000000039,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3094,Fixed Route Bus - Regular,54,May,2018,SUN,257.583332999999982,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3095,Fixed Route Bus - Regular,54,October,2018,SAT,587.916666999999961,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3096,Fixed Route Bus - Regular,54,September,2018,SUN,269.399999999999977,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3097,Fixed Route Bus - Regular,54,November,2018,SUN,248.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3098,Fixed Route Bus - Regular,54,October,2018,SUN,238.250000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3099,Fixed Route Bus - Regular,54,June,2017,SAT,637.250000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3100,Fixed Route Bus - Regular,54,June,2017,WKD,1344.816997000000129,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3101,Fixed Route Bus - Regular,54,February,2017,SUN,283.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3102,Fixed Route Bus - Regular,54,July,2017,SAT,589.961905000000002,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3103,Fixed Route Bus - Regular,54,March,2017,SUN,277.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3104,Fixed Route Bus - Regular,54,November,2017,WKD,1433.031079999999974,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3105,Fixed Route Bus - Regular,54,January,2017,SAT,436.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3106,Fixed Route Bus - Regular,54,February,2017,SAT,577.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3107,Fixed Route Bus - Regular,54,December,2017,WKD,1262.787745000000086,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3108,Fixed Route Bus - Regular,54,December,2017,SUN,222.449999999999989,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3109,Fixed Route Bus - Regular,54,April,2017,SUN,255.686533999999995,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3110,Fixed Route Bus - Regular,54,October,2017,SAT,640.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3111,Fixed Route Bus - Regular,54,November,2017,SAT,623.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3112,Fixed Route Bus - Regular,54,May,2017,WKD,1429.619254000000183,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3113,Fixed Route Bus - Regular,54,July,2017,WKD,1285.069160999999895,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3114,Fixed Route Bus - Regular,54,February,2017,WKD,1331.930921000000126,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3115,Fixed Route Bus - Regular,54,September,2017,WKD,1464.843919000000142,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3116,Fixed Route Bus - Regular,54,August,2017,SUN,128.375000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3117,Fixed Route Bus - Regular,54,September,2017,SUN,245.250000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3118,Fixed Route Bus - Regular,54,August,2017,WKD,902.378965999999991,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3119,Fixed Route Bus - Regular,54,January,2017,WKD,1274.704134999999951,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3120,Fixed Route Bus - Regular,54,May,2017,SAT,655.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3121,Fixed Route Bus - Regular,54,July,2017,SUN,261.350000000000023,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3122,Fixed Route Bus - Regular,54,September,2017,SAT,615.466666999999916,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3123,Fixed Route Bus - Regular,54,January,2017,SUN,269.199999999999989,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3124,Fixed Route Bus - Regular,54,October,2017,WKD,1415.071789999999964,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3125,Fixed Route Bus - Regular,54,March,2017,WKD,1386.971952000000101,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3126,Fixed Route Bus - Regular,54,April,2017,SAT,471.680665000000033,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3127,Fixed Route Bus - Regular,54,June,2017,SUN,262.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3128,Fixed Route Bus - Regular,54,April,2017,WKD,1360.419717999999875,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3129,Fixed Route Bus - Regular,54,December,2017,SAT,586.918333000000075,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3130,Fixed Route Bus - Regular,54,May,2017,SUN,252.333333000000010,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3131,Fixed Route Bus - Regular,54,October,2017,SUN,258.399999999999977,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3132,Fixed Route Bus - Regular,54,August,2017,SAT,315.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3133,Fixed Route Bus - Regular,54,March,2017,SAT,524.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3134,Fixed Route Bus - Regular,62,January,2024,WKD,187.647386000000012,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3135,Fixed Route Bus - Regular,62,January,2024,SAT,126.200000000000003,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3136,Fixed Route Bus - Regular,62,February,2024,WKD,201.058823999999987,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3137,Fixed Route Bus - Regular,62,February,2024,SAT,128.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3138,Fixed Route Bus - Regular,62,September,2023,SAT,163.916666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3139,Fixed Route Bus - Regular,62,April,2023,SAT,169.300000000000011,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3140,Fixed Route Bus - Regular,62,December,2023,SAT,126.799999999999997,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3141,Fixed Route Bus - Regular,62,May,2023,SAT,162.666666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3142,Fixed Route Bus - Regular,62,August,2023,WKD,169.273374000000018,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3143,Fixed Route Bus - Regular,62,February,2023,WKD,173.676470999999992,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3144,Fixed Route Bus - Regular,62,October,2023,WKD,171.147109999999998,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3145,Fixed Route Bus - Regular,62,November,2023,SAT,132.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3146,Fixed Route Bus - Regular,62,February,2023,SAT,190.533332999999999,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3147,Fixed Route Bus - Regular,62,November,2023,WKD,180.137143000000009,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3148,Fixed Route Bus - Regular,62,October,2023,SAT,155.500000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3149,Fixed Route Bus - Regular,62,April,2023,WKD,161.732936999999993,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3150,Fixed Route Bus - Regular,62,January,2023,WKD,172.167957000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3151,Fixed Route Bus - Regular,62,July,2023,WKD,164.584406999999999,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3152,Fixed Route Bus - Regular,62,December,2023,WKD,181.854094000000003,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3153,Fixed Route Bus - Regular,62,June,2023,WKD,168.842104999999975,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3154,Fixed Route Bus - Regular,62,March,2023,SAT,183.750000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3155,Fixed Route Bus - Regular,62,March,2023,WKD,151.437700000000007,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3156,Fixed Route Bus - Regular,62,January,2023,SAT,155.533332999999999,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3157,Fixed Route Bus - Regular,62,August,2023,SAT,182.794999999999987,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3158,Fixed Route Bus - Regular,62,June,2023,SAT,192.333333000000010,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3159,Fixed Route Bus - Regular,62,September,2023,WKD,185.228840000000019,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3160,Fixed Route Bus - Regular,62,May,2023,WKD,167.269006000000019,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3161,Fixed Route Bus - Regular,62,July,2023,SAT,178.245238000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3162,Fixed Route Bus - Regular,62,February,2022,SAT,160.849999999999994,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3163,Fixed Route Bus - Regular,62,August,2022,SAT,149.555000000000007,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3164,Fixed Route Bus - Regular,62,January,2022,WKD,101.059503000000007,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3165,Fixed Route Bus - Regular,62,April,2022,SAT,129.949999999999989,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3166,Fixed Route Bus - Regular,62,March,2022,SAT,129.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3167,Fixed Route Bus - Regular,62,August,2022,WKD,171.334411999999986,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3168,Fixed Route Bus - Regular,62,July,2022,SAT,148.154762000000005,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3169,Fixed Route Bus - Regular,62,September,2022,SAT,174.599999999999994,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3170,Fixed Route Bus - Regular,62,April,2022,WKD,134.837527999999992,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3171,Fixed Route Bus - Regular,62,March,2022,WKD,139.291775000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3172,Fixed Route Bus - Regular,62,October,2022,WKD,186.680203000000006,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3173,Fixed Route Bus - Regular,62,October,2022,SAT,176.849999999999994,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3174,Fixed Route Bus - Regular,62,July,2022,WKD,143.967320000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3175,Fixed Route Bus - Regular,62,December,2022,WKD,150.652625000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3176,Fixed Route Bus - Regular,62,May,2022,WKD,146.461289999999991,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3177,Fixed Route Bus - Regular,62,June,2022,WKD,150.083777999999995,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3178,Fixed Route Bus - Regular,62,February,2022,WKD,130.067611999999997,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3179,Fixed Route Bus - Regular,62,November,2022,SAT,129.050000000000011,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3180,Fixed Route Bus - Regular,62,May,2022,SAT,158.349999999999994,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3181,Fixed Route Bus - Regular,62,December,2022,SAT,140.400000000000006,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3182,Fixed Route Bus - Regular,62,January,2022,SAT,123.900000000000006,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3183,Fixed Route Bus - Regular,62,September,2022,WKD,197.165072999999978,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3184,Fixed Route Bus - Regular,62,June,2022,SAT,157.916666999999990,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3185,Fixed Route Bus - Regular,62,November,2022,WKD,168.421053000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3186,Fixed Route Bus - Regular,62,December,2021,SAT,116.000000000000000,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3187,Fixed Route Bus - Regular,62,September,2021,WKD,120.582373000000004,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3188,Fixed Route Bus - Regular,62,October,2021,SAT,116.466667000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3189,Fixed Route Bus - Regular,62,June,2021,WKD,128.365367999999989,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3190,Fixed Route Bus - Regular,62,January,2021,SAT,101.450000000000003,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3191,Fixed Route Bus - Regular,62,May,2021,WKD,119.344363000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
3192,Fixed Route Bus - Regular,62,July,2021,SAT,115.714286000000001,"Taylorsville, Murray, West Jordan, West Valley City",Salt Lake
